investment_type,announced_on,raised_amount_usd,post_money_valuation_usd,investor_count,org_uuid
series_a,2006-10-04,6000000.0,0.0,2.0,ade2e53a-0f13-ee8d-69c4-f1c919bc90f2
series_a,2007-09-01,5000000.0,0.0,3.0,d8f53718-45b7-b209-650c-45221dac1cde
series_a,2007-01-01,10000000.0,0.0,4.0,415e7c20-a167-fef5-98c9-b3e7476cc422
series_a,2007-01-01,0.0,0.0,1.0,4280b6e2-b02e-c36c-ee81-1d134a9cbc9c
angel,2007-09-01,4099307.0,0.0,1.0,570670d4-b22d-48f4-9072-d920aaad14a8
series_c,2006-04-01,14500000.0,0.0,6.0,7b6d89bc-d6fc-7edf-bda0-3f16c20f7fea
series_e,2007-09-01,20029000.0,0.0,6.0,9921555e-1f0c-9404-6e89-24bc1641085b
series_a,2007-10-01,2500000.0,0.0,1.0,043a4d96-700c-4994-77e4-5fcddd8a0603
angel,2007-07-01,3000000.0,0.0,7.0,36d7050e-7da6-6179-b399-42cf35b1d811
angel,2007-01-01,2000000.0,0.0,0.0,2ddd9675-d03d-d344-68b0-82f97ecb3bfd
series_a,1999-01-01,3000000.0,0.0,2.0,26cc5bc7-bb3b-3324-2fd1-4ffd804ff752
undisclosed,2007-01-01,0.0,0.0,0.0,cb26913d-2f40-3e59-7db1-6c3d171fa5f2
series_a,2007-10-01,900000.0,0.0,7.0,e34c1bbd-3254-b708-4fcc-2c3887ab463f
series_a,2007-10-01,4000000.0,0.0,2.0,2945c847-263c-0410-d227-691ce6292099
debt_financing,2007-10-01,1000000.0,0.0,1.0,2945c847-263c-0410-d227-691ce6292099
series_a,2007-05-01,650000.0,0.0,1.0,47c6e2fc-68e8-0a76-8082-bb5bf24da601
series_a,2007-01-01,0.0,0.0,1.0,5e06c72b-83b9-529c-4786-fcd50d796294
series_b,2007-10-01,8000000.0,0.0,1.0,5e06c72b-83b9-529c-4786-fcd50d796294
series_c,2006-08-01,10000000.0,0.0,4.0,2a5fa1db-4075-04fb-d76c-372158a3a2c8
series_a,2007-10-05,300000.0,0.0,8.0,1321649b-74c2-76eb-fc01-2f38ffcdf9ff
series_a,2007-10-03,8953320.0,0.0,6.0,f93d65c7-11da-f085-0bdd-d54510f77a41
series_b,2007-10-01,9000000.0,0.0,4.0,bbc4867e-2cd9-ba2e-6443-b3a28b6cce75
series_a,2007-03-05,7000000.0,0.0,3.0,bbc4867e-2cd9-ba2e-6443-b3a28b6cce75
seed,2006-10-01,325000.0,0.0,1.0,b9b11b3d-3974-c7f9-4a91-e5719bc4bbb7
series_a,2007-10-01,2550000.0,0.0,1.0,fb394c65-a6db-a280-a0e9-91cb77c7a6b2
series_c,2007-10-01,23000000.0,0.0,3.0,9e691d73-e87b-27e4-1635-ea51540b0b28
series_b,1999-09-01,33200000.0,0.0,5.0,bddde3d0-8294-85c0-e521-7698ab21737a
series_a,2008-03-12,4000000.0,0.0,1.0,caa1bd06-aaa5-82df-0a8e-37e7f58c48d4
series_b,2006-10-01,12000000.0,0.0,2.0,cb7ddf53-f0ff-438b-9535-18a37e4fd66e
series_a,2007-10-01,12500000.0,0.0,7.0,3914e73c-d3e1-3b82-f482-b40e0e6bf946
seed,2007-01-01,4300000.0,0.0,8.0,3914e73c-d3e1-3b82-f482-b40e0e6bf946
series_a,2007-10-22,3500000.0,0.0,2.0,c39b1a6a-8237-1069-4621-df1c010be6e4
series_a,2005-05-20,2050000.0,0.0,2.0,cb7ddf53-f0ff-438b-9535-18a37e4fd66e
series_a,2005-10-12,1100000.0,0.0,6.0,190202d8-f1ac-b380-d224-589e9ad79848
debt_financing,2008-10-13,2500000.0,0.0,1.0,cb7ddf53-f0ff-438b-9535-18a37e4fd66e
angel,2005-10-01,800000.0,0.0,5.0,4e3c0b44-3332-aaa8-933a-55ce77ce23d8
series_a,2007-02-01,2600000.0,0.0,7.0,4e3c0b44-3332-aaa8-933a-55ce77ce23d8
series_a,2007-10-18,3500000.0,0.0,4.0,7d4ec8f1-afbe-bced-8746-99e2f073f302
series_a,2006-04-01,5000000.0,0.0,4.0,7be55e4d-614a-c358-99b0-bbf0b21c9ce6
series_a,2006-01-01,10000000.0,0.0,3.0,7000ca1b-6d14-6a72-3a72-24551e2c003e
series_b,2007-02-12,25000000.0,0.0,7.0,7000ca1b-6d14-6a72-3a72-24551e2c003e
series_a,2007-10-31,750000.0,0.0,5.0,9f1be266-fd44-e9a5-6215-c8fc40626a2a
seed,2005-01-01,2000000.0,0.0,6.0,b07f3c20-ea15-9a59-fdf2-83f6d2e9120e
series_a,2007-03-26,4000000.0,0.0,3.0,b07f3c20-ea15-9a59-fdf2-83f6d2e9120e
debt_financing,2007-10-23,400000.0,0.0,1.0,6febb010-e6f0-a6c4-2283-44e954980ba0
series_a,2005-10-01,2500000.0,0.0,1.0,79ee09de-d880-0f35-6b2f-820ec3871f42
series_b,2007-10-01,6000000.0,0.0,1.0,79ee09de-d880-0f35-6b2f-820ec3871f42
series_a,2007-10-01,1300000.0,0.0,0.0,9a2d2bde-f43a-31a8-fe42-daf3baf03847
series_a,2007-10-23,0.0,0.0,1.0,446951aa-532c-9d8b-6141-4fbb3cf2d621
series_c,2007-10-24,240000000.0,15000000000.0,1.0,df662812-7f97-0b43-9d3e-12f64f504fbb
series_a,2007-02-20,3100000.0,0.0,6.0,d8ba5443-8ae5-8afd-5595-7681f658b877
series_b,2007-10-01,3000000.0,0.0,1.0,e7c232eb-11a1-3e52-ae15-089f17a3b085
series_a,2006-06-23,6400000.0,0.0,1.0,e7c232eb-11a1-3e52-ae15-089f17a3b085
series_a,2006-08-01,20000000.0,0.0,1.0,27ad1cc9-1fd9-4028-8db8-428cda6968a5
series_a,2006-04-01,3000000.0,0.0,2.0,7fc8c67a-0e97-7d7d-4903-80605c9450fb
series_b,2007-10-01,30000000.0,0.0,2.0,bcc07057-aa37-ad3c-7e12-bb43bc8f80d1
series_a,2007-10-01,4000000.0,0.0,1.0,c570e906-6714-8687-caf3-dca5367a9469
seed,2007-10-10,1000000.0,0.0,2.0,7a2cb8de-1879-3da6-cc17-fd30c481c0b7
seed,2007-10-03,0.0,0.0,2.0,29652e3d-09bd-1e15-f3c6-4848d49f68e3
angel,2006-01-01,750000.0,0.0,2.0,746066b7-d244-6ea0-fcd2-fbef44cd722a
series_c,2006-02-01,18500000.0,0.0,4.0,59949674-f82c-c39d-d5ae-f28bc5765571
series_b,2007-10-01,16000000.0,0.0,3.0,ed9b3799-f05c-ba47-2b09-3e6206da2f07
seed,2006-02-01,3500000.0,0.0,1.0,ed9b3799-f05c-ba47-2b09-3e6206da2f07
series_a,2006-08-01,1000000.0,0.0,2.0,c3005aee-26a2-05f0-5e22-775c79fbbbba
series_c,2007-10-01,3000000.0,0.0,2.0,e9957152-aad4-f068-c1ac-04ec10911a3c
series_a,2007-10-01,0.0,0.0,1.0,09da4663-f10c-509f-baa2-1e98e47b0ee8
seed,2008-10-01,70311.0,0.0,1.0,8976a143-4c12-516b-0d55-b36b02277d06
series_a,2006-12-01,8000000.0,0.0,2.0,9d4e30fe-a09f-8c66-7a48-91ab57a33fd9
series_a,2005-06-01,2000000.0,0.0,1.0,e9957152-aad4-f068-c1ac-04ec10911a3c
series_b,2006-02-01,4000000.0,0.0,2.0,e9957152-aad4-f068-c1ac-04ec10911a3c
series_e,2007-10-31,2500000.0,0.0,1.0,a126e1d4-6a80-dfbe-73c3-4dfd8e1c903d
series_a,2007-10-01,9500000.0,0.0,3.0,5744e5dd-f862-d0fb-f53b-050508d02b5f
pre_seed,2007-06-01,15000.0,0.0,2.0,e34d52e5-a2d9-ab94-f015-a38925afa351
series_d,2007-10-01,14400000.0,0.0,2.0,494cd4d3-b60d-494d-4181-50eb1fb84156
series_b,2007-10-01,6000000.0,0.0,2.0,290cf5aa-6096-1d2b-33ac-f01714df5917
series_b,2007-10-01,4500000.0,0.0,1.0,a39a51ae-e485-0488-7b87-e72cef2a6000
angel,2007-05-01,1000000.0,6000000.0,7.0,c1e6cf33-362f-a925-7463-a7955ebe0164
series_a,2005-03-01,4000000.0,0.0,3.0,993fb694-143b-b390-6741-182f56f999b4
series_b,2007-04-01,10750000.0,0.0,3.0,993fb694-143b-b390-6741-182f56f999b4
series_a,2007-11-01,5000000.0,0.0,1.0,2574e799-a0e6-1594-6af3-b0f9a3564a61
series_a,2006-06-01,10000000.0,0.0,2.0,7ec9944e-080a-0d71-5fef-2b5da6c1cc9b
series_b,2007-11-01,100000000.0,0.0,1.0,7ec9944e-080a-0d71-5fef-2b5da6c1cc9b
series_a,2004-03-01,5000000.0,0.0,2.0,fc8e5134-83c4-9036-dc15-f86180526037
seed,2007-10-01,2000000.0,0.0,2.0,d6076360-2037-88c7-026b-f4dc6385d93b
series_a,2007-05-03,1000000.0,0.0,1.0,9574015f-3d29-282c-8184-0cc2906baf78
series_a,2007-10-01,1000000.0,0.0,1.0,cc4fef42-b002-e416-1601-771399ba008e
seed,2007-06-01,0.0,0.0,1.0,27d01641-3631-8836-64da-b3148580c4df
series_a,2007-02-01,3000000.0,0.0,1.0,f69a4123-e1f7-1609-c870-1f1c2e30b011
series_b,2007-09-01,8200000.0,0.0,3.0,f69a4123-e1f7-1609-c870-1f1c2e30b011
series_b,2007-10-01,10000000.0,0.0,3.0,fdb09d02-98e6-27cd-c079-9792ecf62c07
seed,2006-05-01,2200000.0,0.0,2.0,fdb09d02-98e6-27cd-c079-9792ecf62c07
series_b,2007-10-01,16500000.0,0.0,2.0,0fdeceab-1fdb-a7f5-93ac-b4a4094b49de
series_a,2006-11-01,7400000.0,0.0,3.0,3703d342-8a9f-b658-cd3e-346a4a3474f9
seed,2007-06-01,0.0,0.0,1.0,ecc5ad9d-2963-87e0-30c2-d55b4f5d196d
series_c,2006-06-01,15500000.0,0.0,3.0,86fe58be-a7b7-e2eb-eed6-ba41cc00d421
series_b,2004-07-01,12000000.0,0.0,1.0,86fe58be-a7b7-e2eb-eed6-ba41cc00d421
seed,2003-06-01,4200000.0,0.0,0.0,86fe58be-a7b7-e2eb-eed6-ba41cc00d421
series_a,2007-02-01,3515616.0,0.0,1.0,fa501dd0-4652-ca5a-a448-98ad477f622d
series_a,2006-01-28,2000000.0,0.0,6.0,bee684d4-a1f6-9db3-e21e-349248e221f0
series_a,2007-01-01,588531.0,0.0,3.0,9b5ddfaf-75d7-95c8-f402-47f6e4f75af6
series_a,2000-03-02,1500000.0,0.0,0.0,aeec75a9-d7a3-71e6-94ff-4e5ce16b4d0d
series_a,2008-02-05,1000000.0,0.0,1.0,b2fa2b35-cd65-a5f9-aa4c-00964ee14e8a
angel,2007-10-31,3150000.0,0.0,0.0,3b6ccb2a-9c92-7bd7-0672-69c61941dd05
angel,2007-10-01,1500000.0,0.0,2.0,15604c93-e228-126c-0ca3-86fedbfd5ee1
angel,2008-02-01,2200000.0,0.0,1.0,b8c67517-993e-cd5e-c0fd-4b2eed0c3b49
angel,2007-01-01,6500000.0,0.0,1.0,a5537922-bc02-b728-7bba-85458daf0e3a
series_a,2007-07-01,1250000.0,0.0,1.0,5873dda9-89ca-99e1-0978-f8b5c76d81af
series_a,2005-10-01,5250000.0,0.0,2.0,e1393508-30ea-8a36-3f96-dd3226033abd
series_b,2007-01-01,9500000.0,0.0,3.0,e1393508-30ea-8a36-3f96-dd3226033abd
angel,2004-01-01,1500000.0,0.0,3.0,a89d68fc-2e46-8f52-64cb-8ea13fcb5546
series_b,2006-09-01,12800000.0,0.0,2.0,9e691d73-e87b-27e4-1635-ea51540b0b28
seed,2007-09-01,1211419.0,0.0,1.0,99ce389b-5bee-c7e6-d14e-894f7d975325
series_a,2007-06-01,1000000.0,0.0,2.0,b3cb1494-6851-3df4-2c11-4fb1f70c226c
series_a,2006-03-01,600000.0,0.0,0.0,07a1c73f-d680-ed56-38ce-d97a43096314
series_b,2007-02-01,1900000.0,0.0,1.0,07a1c73f-d680-ed56-38ce-d97a43096314
series_a,2004-12-16,7500000.0,0.0,2.0,d4b5741a-4d57-728c-d3b1-7bf25c312c88
series_b,2007-10-16,5800000.0,0.0,3.0,d4b5741a-4d57-728c-d3b1-7bf25c312c88
series_a,2006-06-05,4300000.0,0.0,4.0,480249a0-1501-9e89-4e93-94425e34ef7b
seed,2006-12-01,600000.0,0.0,2.0,57cb273a-f979-292e-f7a4-3eb93c072912
series_a,2007-08-01,3000000.0,0.0,1.0,57cb273a-f979-292e-f7a4-3eb93c072912
series_c,2007-08-01,10000000.0,0.0,5.0,74a46c3d-d820-428a-22d9-4a06bbb033c9
series_a,2007-12-01,5000000.0,0.0,2.0,b04f6634-a9f2-868d-d26a-fde29ab6a7a9
series_a,2007-08-01,4800000.0,0.0,2.0,78882624-aa5c-def8-a94f-9560b586315f
seed,2007-08-01,0.0,0.0,0.0,8d2cf8ca-40bf-c622-48fd-842c17d77c97
series_a,2007-08-01,0.0,0.0,3.0,84f0ac56-a1d6-776f-c678-85e1250d9746
angel,2007-08-01,100000.0,0.0,2.0,b59aa0f7-0ec9-be94-751d-22f56f482390
series_d,2007-08-01,11000000.0,0.0,5.0,a42477cc-6b47-c57f-e84b-959823cd3533
angel,2007-08-01,0.0,0.0,2.0,8a43d370-9c42-234a-db52-fd9e58d8a927
angel,2007-09-01,900000.0,0.0,3.0,ce073dde-3d5a-4952-c6a2-1039df71d081
angel,2007-09-01,0.0,0.0,0.0,64beab4f-4a98-4374-f31c-cc0396f51ef9
series_b,2007-09-01,948000.0,0.0,2.0,2eadc422-ef94-6e5a-cdf2-c95e354456d3
angel,2007-09-01,1000000.0,0.0,1.0,fa23e41f-12a9-6bd8-93fd-4362ce2d3d58
series_a,2007-09-01,6100000.0,0.0,1.0,7a1c419a-99b5-4da5-5c0a-4ed1ed268bdd
series_a,2007-09-01,6000000.0,0.0,2.0,22182a17-da49-123e-cb30-0889ecfcbb88
series_b,2008-03-01,15000000.0,0.0,3.0,2fcb5978-8f30-563e-eb74-d0aa35138a6e
seed,2007-09-01,1000000.0,0.0,1.0,918be212-b591-bc78-d2d7-4b8aeec84bd4
series_b,2008-10-29,7000000.0,0.0,8.0,89ea3dab-6e0d-84de-c2a4-28a26986e7d7
seed,2007-06-27,0.0,0.0,1.0,a3c30a70-433c-1f41-8486-d56a861fd834
series_a,2005-11-23,5000000.0,0.0,2.0,d1ae179a-f882-6e2b-862b-e8a474f2383e
series_b,2007-07-23,12000000.0,0.0,2.0,d1ae179a-f882-6e2b-862b-e8a474f2383e
series_c,2007-05-01,10000000.0,0.0,3.0,6a4a2e74-0801-24b7-d755-881b07025f17
series_a,2007-10-01,3000000.0,0.0,0.0,a9cd029a-608f-46db-b669-c4a04ff35914
seed,2007-10-01,800000.0,0.0,1.0,3440275d-ff6b-ced8-ea69-ef31d84063ef
seed,2007-10-01,750000.0,0.0,0.0,03e76066-0dc7-8638-f69a-268a068c8a49
angel,2007-02-01,900000.0,0.0,9.0,f2c7e94d-2fbf-12d6-5f23-9b0120123988
angel,2007-10-01,1500000.0,0.0,7.0,f2c7e94d-2fbf-12d6-5f23-9b0120123988
series_a,2005-03-25,17000000.0,0.0,3.0,37c8f331-ca57-9c82-d1d9-de63868d2eab
series_b,2007-10-01,6120000.0,0.0,4.0,a814229a-77ab-e936-8df1-541328f73ad0
series_a,2006-04-01,5000000.0,0.0,1.0,a814229a-77ab-e936-8df1-541328f73ad0
series_a,2007-10-14,0.0,0.0,3.0,ef9a338b-aad9-d4d3-4c08-a89272988746
series_a,2007-02-21,2800000.0,0.0,2.0,62179fd3-5583-258c-a4c5-fa0c9b1caa27
series_unknown,2006-03-20,48000000.0,0.0,1.0,681922e2-e2d2-563e-bdf2-271becff6207
angel,2007-10-01,1000000.0,0.0,3.0,eb48dd26-5f40-12fd-5991-b1715a7dadf7
series_unknown,2005-04-05,7750000.0,0.0,1.0,2b8bde44-62f9-d833-cf15-40b7360e9440
series_b,2007-10-01,12000000.0,0.0,5.0,090c0675-a8b2-f963-127b-ef4f31ddc7fe
series_a,2009-08-01,0.0,0.0,2.0,6ef61ca0-6b72-7d5f-0a5a-6ae0a5fedbbd
series_b,2007-11-01,25000000.0,0.0,6.0,e5893e6d-bca9-b25a-f6e9-3df946bdae91
series_a,2006-11-01,6000000.0,0.0,1.0,e5893e6d-bca9-b25a-f6e9-3df946bdae91
seed,2006-07-04,4000000.0,0.0,1.0,e5893e6d-bca9-b25a-f6e9-3df946bdae91
series_b,2005-10-01,8000000.0,0.0,3.0,047703f6-cd3e-9e6b-2fec-8dee1c8512f3
series_a,2005-03-01,2000000.0,0.0,2.0,047703f6-cd3e-9e6b-2fec-8dee1c8512f3
series_a,2006-11-01,4000000.0,0.0,3.0,c083081b-5dba-f7a4-8191-21934bcc74dc
series_b,2007-11-01,12000000.0,0.0,3.0,c083081b-5dba-f7a4-8191-21934bcc74dc
series_b,2007-10-01,12000000.0,0.0,3.0,35c99bab-7b68-7ebf-b28c-0d64132a2489
series_a,2007-06-01,7000000.0,0.0,8.0,92cb48e5-d4f1-ff16-7727-3dac89de9abb
series_a,2005-09-19,6000000.0,0.0,3.0,b4f93e51-827f-15d6-5dc3-eb3abf55a740
series_b,2007-11-01,7800000.0,0.0,3.0,b4f93e51-827f-15d6-5dc3-eb3abf55a740
seed,2007-11-01,1054931.0,0.0,1.0,0a62b12b-a910-331d-ab72-30e395780843
angel,2007-08-01,310000.0,0.0,0.0,b2940b68-3e4a-b6bc-6764-3d18228f1dda
series_a,2005-01-26,5000000.0,0.0,2.0,5f3805cd-44e5-4a88-0ad9-0bd399726830
series_b,2006-06-22,8000000.0,0.0,3.0,5f3805cd-44e5-4a88-0ad9-0bd399726830
series_c,2008-07-23,5000000.0,0.0,4.0,5f3805cd-44e5-4a88-0ad9-0bd399726830
series_a,2007-02-07,11300000.0,0.0,2.0,c17552e0-8814-362c-6c1c-78d25878252e
series_b,2007-10-01,34000000.0,0.0,3.0,c17552e0-8814-362c-6c1c-78d25878252e
series_a,2006-12-01,5000000.0,0.0,2.0,efda6552-b5f9-3be4-c20a-53c588dbce9b
series_b,2007-10-01,16000000.0,0.0,3.0,efda6552-b5f9-3be4-c20a-53c588dbce9b
series_a,2007-10-01,3200000.0,0.0,1.0,08990e12-8c9c-fea5-9132-13e529715fc7
series_b,2007-11-01,7000000.0,0.0,4.0,a5dc05e2-cc07-4255-ede9-d617f85b3f50
series_a,2006-04-01,4000000.0,0.0,3.0,a5dc05e2-cc07-4255-ede9-d617f85b3f50
angel,2007-04-23,750000.0,0.0,2.0,0131c0b9-f013-50f6-e33e-7d0067e80f71
series_d,2007-10-01,300000000.0,1200000000.0,1.0,ba83ed1d-efd1-8e9c-910b-aca4c13f81b2
series_b,2000-01-27,37000000.0,0.0,2.0,09fc313a-05e1-53b9-7e83-54463555aa81
series_a,2007-09-01,6000000.0,0.0,2.0,f6d81c22-5682-702c-2ea4-10652265078a
series_a,2007-09-01,13100000.0,0.0,2.0,fff960de-b6f7-e235-da0a-939eec65a459
seed,2007-10-14,20000.0,0.0,1.0,71bd10b9-0c85-445c-da1f-f914e35f620c
angel,2007-03-09,400000.0,0.0,3.0,39f1ccfb-cba5-8f4c-a75d-48fcbed57dd7
series_a,2007-11-01,1500000.0,0.0,1.0,d490a381-81fd-7298-66ea-6de8940d4e58
series_a,2006-10-01,2000000.0,0.0,1.0,51a37df4-2049-13df-4e08-c1cad2bc292b
series_a,2007-02-01,2000000.0,0.0,1.0,9f3ea863-61bb-da61-30bf-96dfa39d9608
series_b,2007-09-01,10000000.0,0.0,3.0,9f3ea863-61bb-da61-30bf-96dfa39d9608
series_a,2007-09-01,3000000.0,0.0,3.0,7a705767-669a-9342-ad65-f599463cdba6
series_a,2006-08-01,5000000.0,0.0,3.0,e6b07abf-8839-f1ca-759f-2759dc9a501f
series_b,2007-09-01,5000000.0,0.0,3.0,e6b07abf-8839-f1ca-759f-2759dc9a501f
series_a,2007-07-01,11150000.0,0.0,1.0,58127590-464c-9e56-6320-ebf84b73c599
series_b,2007-09-01,19000000.0,0.0,2.0,58127590-464c-9e56-6320-ebf84b73c599
series_a,2005-01-01,7500000.0,0.0,2.0,2fcb5978-8f30-563e-eb74-d0aa35138a6e
series_b,2007-09-01,50000000.0,0.0,5.0,4730b2a0-c505-f32e-2aba-d4cea2a63be1
series_a,2007-11-01,50000000.0,0.0,1.0,5df6506d-aabe-b5d3-15ee-3ab9d1099e7a
series_a,2006-01-01,35446873.0,0.0,1.0,6cbef050-c9c1-20b4-ed1f-7e0715ec2ef3
series_a,2005-09-01,2100000.0,0.0,4.0,6a4a2e74-0801-24b7-d755-881b07025f17
seed,2006-09-11,350000.0,0.0,0.0,6280f7ac-9b82-a20c-6afc-9c950ccbbe3c
series_a,2007-11-01,5000000.0,0.0,1.0,24c4cd2d-cde2-126f-5380-9a0cb03e8c50
seed,2007-10-01,500000.0,0.0,3.0,968f3508-fdb9-9f50-5e80-a277c68386ea
series_a,2007-10-01,0.0,0.0,2.0,1ecf2a38-4eee-f3e6-1beb-ca29ae956dce
series_a,2007-08-01,2100000.0,0.0,4.0,1e3af34f-5621-1508-8d38-323fc7faa6e0
series_c,2007-10-01,4200000.0,0.0,4.0,e2c90095-08b1-aa93-8758-b6bfd2ce49c0
angel,2007-10-01,1500000.0,0.0,0.0,b572d9e0-1e33-6a17-d573-583ce07e8843
series_a,2007-10-01,5000000.0,0.0,3.0,53007e8c-a1b2-9166-3f90-61bc15a482c6
seed,2007-10-01,0.0,0.0,0.0,84f69b13-9740-8ec0-10b0-97f43f37f0cc
angel,2007-11-01,0.0,0.0,1.0,5b3306fc-a576-20b0-c73b-34c519d58a06
angel,2007-11-01,0.0,0.0,2.0,ef5a06f8-b271-aeff-5ef7-5264aa5fe833
seed,2007-05-01,0.0,0.0,0.0,755a57d2-0ee5-83ce-0938-c9782e5f02a7
series_b,2007-07-01,12000000.0,0.0,1.0,736d2da1-9e57-1490-538e-06237dce23f6
series_a,2006-08-01,2350000.0,0.0,0.0,736d2da1-9e57-1490-538e-06237dce23f6
debt_financing,2007-06-01,0.0,0.0,0.0,74a8b069-623c-ec5f-3aa0-9bae7cbcfe3e
series_a,2004-07-15,7000000.0,0.0,5.0,6861db1b-f498-4936-701b-9aa4bc65809e
debt_financing,2007-11-01,800000.0,0.0,0.0,4af88af6-e0d2-e24f-10c4-0238dd68ebae
series_b,2007-11-01,0.0,0.0,1.0,c3005aee-26a2-05f0-5e22-775c79fbbbba
series_a,2007-11-01,350000.0,0.0,1.0,9e6bfa06-ff53-030a-d1b4-844549ccc53f
series_c,2007-11-01,9500000.0,0.0,2.0,200f1b82-93c9-7b1a-c0ed-37d6fda3199f
series_b,2007-10-28,6200000.0,0.0,1.0,da7e8bcb-d62f-3a29-ce67-8b3cfc34e498
series_a,2005-09-01,3000000.0,0.0,1.0,da7e8bcb-d62f-3a29-ce67-8b3cfc34e498
series_a,2007-11-20,3000000.0,0.0,4.0,d279e2f8-6980-05e3-d77c-353ecd59d6e4
series_a,2007-11-01,5000000.0,0.0,1.0,888b831b-32c5-27b9-c856-6e95368fa07f
series_a,2007-09-01,1500000.0,0.0,1.0,746066b7-d244-6ea0-fcd2-fbef44cd722a
series_a,2004-12-01,5000000.0,0.0,1.0,837ad05a-425e-95ef-ac60-883f89524b2b
series_b,2006-01-01,10000000.0,0.0,1.0,837ad05a-425e-95ef-ac60-883f89524b2b
series_c,2007-09-01,25000000.0,120000000.0,4.0,837ad05a-425e-95ef-ac60-883f89524b2b
series_c,2007-08-01,30000000.0,0.0,2.0,a5c6b05c-e4ed-74b2-49f6-06611a0350a3
series_b,2007-08-01,15600000.0,0.0,3.0,470b236f-2092-9715-e517-82c4f2574547
series_d,2008-02-01,65000000.0,0.0,6.0,57267573-e339-efe8-8d23-b9c3783d091e
series_a,2000-01-01,6500000.0,0.0,1.0,f18845a1-e387-9f47-9c9e-985ceb876ed4
series_c,2007-11-01,25000000.0,0.0,4.0,032f9d81-8461-de44-3c3b-374e5af1ac10
series_b,2006-12-12,12000000.0,0.0,4.0,032f9d81-8461-de44-3c3b-374e5af1ac10
series_a,2006-03-01,3000000.0,0.0,1.0,032f9d81-8461-de44-3c3b-374e5af1ac10
series_a,2007-06-01,3000000.0,0.0,1.0,71f9971c-742d-62a8-3401-c3cd2179e8ad
series_b,2007-11-01,3000000.0,0.0,1.0,71f9971c-742d-62a8-3401-c3cd2179e8ad
series_a,2007-11-21,0.0,0.0,1.0,73971635-f1d0-4c33-e193-73874c3985b8
series_c,2007-11-01,2500000.0,0.0,1.0,7aedd19b-c5ee-df45-45bd-4fe86dee3526
series_a,2007-01-16,9600000.0,0.0,3.0,49314989-6b57-0e1c-1f6e-412fef13e28d
series_a,2007-11-20,2500000.0,0.0,4.0,49314989-6b57-0e1c-1f6e-412fef13e28d
series_a,2007-11-01,6857054.0,0.0,3.0,b4546336-e9e7-bf0b-7f18-27db91448642
angel,2006-12-01,1300000.0,0.0,0.0,798dbdc6-d9e4-7db9-59e5-41bcada58972
seed,2006-01-01,0.0,0.0,1.0,d0d44256-6168-3c15-7cea-ee03c6e4010c
series_b,2007-11-01,0.0,0.0,0.0,1aab90e9-e110-dfdc-7d0f-bcd10b66ddb7
series_a,1999-01-01,300000.0,0.0,3.0,99e2c1a3-b4d8-720c-8180-b905d398b0b6
series_b,1999-04-01,1360000.0,0.0,4.0,99e2c1a3-b4d8-720c-8180-b905d398b0b6
series_c,1999-09-01,2750000.0,0.0,3.0,99e2c1a3-b4d8-720c-8180-b905d398b0b6
series_d,2000-05-01,28000000.0,0.0,3.0,99e2c1a3-b4d8-720c-8180-b905d398b0b6
series_a,2007-11-01,750000.0,0.0,5.0,81b90a49-f365-6529-ad55-9253a68731d4
series_a,2008-04-03,17000000.0,0.0,2.0,34c14bd5-5cc2-5685-5511-309a40e3dd4f
series_a,2007-01-01,1700000.0,0.0,6.0,ca17699b-2f49-91f4-5863-7216fc07a64e
angel,2007-11-01,1000000.0,0.0,0.0,81952d75-8b48-8b4f-7916-91fa844a28f5
seed,2007-11-01,0.0,0.0,3.0,b1efb776-c85e-3c83-3e4c-c85b80889984
angel,2007-10-01,1000000.0,0.0,1.0,b3687f83-b711-4b66-f534-30be408aee38
series_a,2004-04-01,6000000.0,0.0,1.0,e2e522d0-e659-6f19-ed31-a3246b00251d
angel,2008-04-01,7000000.0,0.0,0.0,29a89659-3da0-3c9b-9fbf-eb3c3d764532
series_c,2007-11-29,23000000.0,0.0,2.0,9bc6d32d-0bd1-6c54-b7b2-d7436e948bc0
series_b,2007-11-01,12700000.0,0.0,4.0,cd055a9c-3bee-897e-3778-2b9c469d4890
series_b,2007-09-01,8900000.0,0.0,7.0,5ae681b6-27fe-df5e-a083-d4dd89427ba3
series_a,2007-09-01,1200000.0,0.0,3.0,0a8a80e6-8bbc-a020-7337-8c24c14bb260
seed,2007-09-02,500000.0,0.0,1.0,9229962b-6ffd-cdf0-733f-387a6f73dc60
series_a,2007-12-03,1200000.0,0.0,1.0,ed13a077-a922-015c-4c4e-3109e1f747ea
series_b,2007-11-01,12000000.0,0.0,1.0,7d4ac671-ef1e-4526-91aa-153b3e340dd9
series_a,2006-11-01,3000000.0,0.0,1.0,7d4ac671-ef1e-4526-91aa-153b3e340dd9
series_unknown,2007-11-28,7000000.0,0.0,2.0,dab6c233-3bfe-5335-7357-9057a670b396
series_a,2006-09-01,4200000.0,0.0,3.0,becf81a8-1114-e03e-d8fb-df3a42077e88
series_a,2006-07-01,2000000.0,0.0,3.0,e2b20808-0027-d6b2-868d-1bc5d911cda7
series_b,2007-09-01,10000000.0,0.0,1.0,e2b20808-0027-d6b2-868d-1bc5d911cda7
seed,2007-05-11,5400000.0,0.0,4.0,fd092bea-31ec-cbcd-869b-dc61b57f5063
